Cargo;Cor/raça;Estado civil;Faixa etária;Gênero;Grau de instrução;Município;Nome candidato;Ocupação;Partido;Região;Situação totalização;Turno;UF;Votos válidos;Votos nominais;Data de carga
Prefeito;Parda;Solteiro(a);45 a 49 anos;Masculino;Superior completo;SANTA BÁRBARA;EDIFRANCIO DE JESUS OLIVEIRA;Prefeito;PSD;NORDESTE;Eleito;1;BA;16365;13376;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);35 a 39 anos;Feminino;Superior completo;DIVINA PASTORA;IZABEL CRISTINA  GOMES RODRIGUES VIEIRA;Vereador;UNIÃO;NORDESTE;Eleito;1;SE;3691;1859;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);40 a 44 anos;Masculino;Superior completo;ITAÚ;FRANCISCO ANDRE REGIS JUNIOR;Médico;PP;NORDESTE;Eleito;1;RN;4427;3031;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);25 a 29 anos;Masculino;Superior completo;CARAÚBAS;PAULO GIVAGO BARRETO ALVES;Empresário;PSDB;NORDESTE;Eleito;1;RN;15795;9512;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);30 a 34 anos;Masculino;Superior completo;COLÔNIA DO PIAUÍ;SELINDO MAURO CARNEIRO TAPETI SEGUNDO;Prefeito;PT;NORDESTE;Eleito;1;PI;5024;2856;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);25 a 29 anos;Masculino;Superior completo;MANOEL VITORINO;VINICIUS COSTA BISPO DE SENA;Economista;PP;NORDESTE;Eleito;1;BA;11044;5484;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);40 a 44 anos;Masculino;Superior completo;ITAJU DO COLÔNIA;ELDER MARQUES FONTES;Produtor Agropecuário;PSD;NORDESTE;Eleito;1;BA;5532;2783;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);25 a 29 anos;Feminino;Superior incompleto;PACATUBA;LARISSA SOUZA TORRES CAMURÇA;Auxiliar de Escritório e Assemelhados;UNIÃO;NORDESTE;Eleito;1;CE;47973;26322;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);35 a 39 anos;Feminino;Superior completo;CAPITÃO DE CAMPOS;MARIA ERONEIDE DOS SANTOS GOMES;Servidor Público Municipal;MDB;NORDESTE;Eleito;1;PI;8233;4935;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);55 a 59 anos;Masculino;Lê e escreve;CARIÚS;ANTÔNIO WILAMAR PALACIO DE OLIVEIRA;Prefeito;PT;NORDESTE;Eleito;1;CE;13490;7433;2025-05-06 19:30:57
Prefeito;Branca;Divorciado(a);55 a 59 anos;Masculino;Superior completo;CAMPO DO BRITO;MANOEL MEDICI DE SOUSA;Empresário;PP;NORDESTE;Eleito;1;SE;11068;8128;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);30 a 34 anos;Masculino;Superior completo;CAPELA;CARLOS MILTON MENDONCA TOURINHO JUNIOR;Veterinário;MDB;NORDESTE;Eleito;1;SE;21183;11381;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;SÃO FÉLIX DE BALSAS;HEIDER MARTINS NUNES;Empresário;PRD;NORDESTE;Eleito;1;MA;1962;1962;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);40 a 44 anos;Masculino;Superior completo;PILÃO ARCADO;LEOSMIR ATANAZIO GAMA;Professor de Ensino Médio;PT;NORDESTE;Eleito;1;BA;23173;11557;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);35 a 39 anos;Masculino;Ensino Médio completo;SÃO JOSÉ DE PRINCESA;JULIANO DINIZ DE MORAIS;Pecuarista;REPUBLICANOS;NORDESTE;Eleito;1;PB;2607;2175;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);40 a 44 anos;Masculino;Superior completo;BARREIRAS DO PIAUÍ;MANOEL AROLDO BARREIRA FILHO;Prefeito;PT;NORDESTE;Eleito;1;PI;3203;2670;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);65 a 69 anos;Masculino;Superior incompleto;SÃO JOÃO DO PIAUÍ;EDNEI MODESTO AMORIM;Prefeito;MDB;NORDESTE;Eleito;1;PI;11998;6523;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;RIO DO PIRES;JOSE MARCOS PEREIRA;Empresário;AVANTE;NORDESTE;Eleito;1;BA;10522;5615;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);55 a 59 anos;Feminino;Superior completo;CANHOTINHO;SANDRA REJANE LOPES DE BARROS;Prefeito;REPUBLICANOS;NORDESTE;Eleito;1;PE;12773;10548;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);50 a 54 anos;Masculino;Ensino Médio completo;MACAPARANA;PAULO BARBOSA DA SILVA;Prefeito;PP;NORDESTE;Eleito;1;PE;15701;8842;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);25 a 29 anos;Feminino;Superior incompleto;AQUIDABÃ;ANA HELENA CARVALHO FONTES;Estudante, Bolsista, Estagiário e Assemelhados;UNIÃO;NORDESTE;Eleito;1;SE;14168;8651;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);65 a 69 anos;Masculino;Superior completo;MARUIM;GILBERTO MAYNART DE OLIVEIRA;Engenheiro;PT;NORDESTE;Eleito;1;SE;10337;4558;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);30 a 34 anos;Feminino;Superior completo;FORTALEZA DOS NOGUEIRAS;FERNANDA LIMA NOGUEIRA DOS SANTOS;Médico;REPUBLICANOS;NORDESTE;Eleito;1;MA;9053;4853;2025-05-06 19:30:57
Prefeito;Preta;Viúvo(a);70 a 74 anos;Masculino;Superior completo;JAGUARARI;ANTÔNIO FERREIRA DO NASCIMENTO;Prefeito;PT;NORDESTE;Eleito;1;BA;18510;11939;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);45 a 49 anos;Masculino;Superior completo;SERRARIA;ENÉIAS PEREIRA DA SILVA;Servidor Público Estadual;PSB;NORDESTE;Eleito;1;PB;3584;2482;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);40 a 44 anos;Feminino;Superior completo;QUITERIANÓPOLIS;JULIANA MONTEIRO ABREU;Médico;PSD;NORDESTE;Eleito;1;CE;13880;9631;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);50 a 54 anos;Masculino;Superior completo;ADUSTINA;JOTA JUNIOR GONÇALVES;Professor de Ensino Fundamental;PSD;NORDESTE;Eleito;1;BA;9878;7390;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);35 a 39 anos;Masculino;Ensino Médio completo;IRECÊ;MURILO FRANCA PAIVA SILVA;Vereador;PSB;NORDESTE;Eleito;1;BA;40035;21628;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);50 a 54 anos;Masculino;Superior completo;SERRA REDONDA;FRANCISCO BERNARDO DOS SANTOS;Prefeito;PL;NORDESTE;Eleito;1;PB;5338;4212;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);60 a 64 anos;Masculino;Superior completo;CAPISTRANO;CLAUDIO BEZERRA SARAIVA;Produtor Agropecuário;PSB;NORDESTE;Eleito;1;CE;13802;6769;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);50 a 54 anos;Masculino;Superior completo;SÃO DOMINGOS DO CARIRI;ONILDO LINDBERG ANANIAS DA SILVA;Prefeito;PSD;NORDESTE;Eleito;1;PB;2593;1972;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);45 a 49 anos;Masculino;Superior completo;JARAMATAIA;RICARDO MARTINS BARBOSA;Prefeito;MDB;NORDESTE;Eleito;1;AL;3527;3527;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);45 a 49 anos;Masculino;Ensino Médio completo;APARECIDA;JOÃO RABELO DE SÁ NETO;Agricultor;PSB;NORDESTE;Eleito;1;PB;5897;4943;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);30 a 34 anos;Masculino;Ensino Médio completo;SÃO MIGUEL DO GOSTOSO;LEONARDO TEIXEIRA DA CUNHA;Técnico de Obras Civis, Estradas, Saneamento e Assemelhados;PSD;NORDESTE;Eleito;1;RN;8268;4478;2025-05-06 19:30:57
Prefeito;Branca;Divorciado(a);45 a 49 anos;Masculino;Superior completo;PIATÃ;MARCOS PAULO SANTOS AZEVEDO;Prefeito;PSD;NORDESTE;Eleito;1;BA;13948;7037;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);35 a 39 anos;Masculino;Superior completo;CAPINZAL DO NORTE;ABNADAR DE SOUSA PEREIRA;Agente de Saúde e Sanitarista;REPUBLICANOS;NORDESTE;Eleito;1;MA;7353;4553;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);35 a 39 anos;Masculino;Superior completo;VERA MENDES;CARLOS JOSÉ DA SILVA;Prefeito;PSD;NORDESTE;Eleito;1;PI;3221;2319;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);30 a 34 anos;Masculino;Superior completo;POÇÃO DE PEDRAS;JHULIO SOUSA DA SILVA;Outros;REPUBLICANOS;NORDESTE;Eleito;1;MA;12480;7559;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);40 a 44 anos;Masculino;Ensino Médio completo;ARACOIABA;WELLINGTON SILVA DE OLIVEIRA;Empresário;PP;NORDESTE;Eleito;1;CE;21596;10946;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);65 a 69 anos;Masculino;Superior completo;IAÇU;NIXON DUARTE MUNIZ FERREIRA;Prefeito;PSD;NORDESTE;Eleito;1;BA;15622;8182;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;ASSARÉ;JOSÉ LIBÓRIO LEITE NETO;Empresário;PSB;NORDESTE;Eleito;1;CE;14746;12289;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);50 a 54 anos;Masculino;Superior completo;MUNIZ FERREIRA;GILENO PEREIRA DOS SANTOS;Prefeito;AVANTE;NORDESTE;Eleito;1;BA;7118;4419;2025-05-06 19:30:57
Prefeito;Parda;Divorciado(a);50 a 54 anos;Masculino;Ensino Médio completo;POÇO REDONDO;JOSIVALDO DE SOUZA;Agricultor;UNIÃO;NORDESTE;Eleito;1;SE;17831;9597;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);45 a 49 anos;Masculino;Superior completo;CAPELA;THIAGO DE MEDEIROS MOURA;Pecuarista;MDB;NORDESTE;Eleito;1;AL;10479;6085;2025-05-06 19:30:57
Prefeito;Branca;Divorciado(a);55 a 59 anos;Masculino;Ensino Fundamental incompleto;CUBATI;JOSE RIBEIRO DE OLIVEIRA;Prefeito;PSB;NORDESTE;Eleito;1;PB;5264;4496;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);40 a 44 anos;Masculino;Superior completo;BOCA DA MATA;BRUNO FEIJÓ TEIXEIRA;Prefeito;PP;NORDESTE;Eleito;1;AL;15028;9227;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);65 a 69 anos;Masculino;Superior completo;TREMEDAL;JOSE CARLOS VIEIRA BAHIA;Prefeito;AVANTE;NORDESTE;Eleito;1;BA;12105;7114;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);40 a 44 anos;Feminino;Superior completo;SÃO GONÇALO DO GURGUÉIA;ROSELÍDIA LUSTOSA DE SOUSA MARQUES;Comerciante;PT;NORDESTE;Eleito;1;PI;2639;1774;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);40 a 44 anos;Masculino;Superior completo;CARIRA;DIOGO MENEZES MACHADO;Administrador;PSD;NORDESTE;Eleito;1;SE;13021;10755;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);25 a 29 anos;Feminino;Superior completo;MONTE HOREBE;MILENA KAREN TAVARES NOGUEIRA;Fisioterapeuta e Terapeuta Ocupacional;MDB;NORDESTE;Eleito;1;PB;3581;2459;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);40 a 44 anos;Masculino;Superior completo;JITAÚNA;MARCELO PECORELLI GOMES;Prefeito;AVANTE;NORDESTE;Eleito;1;BA;9753;7286;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);30 a 34 anos;Feminino;Superior completo;SÃO BRAZ DO PIAUÍ;DEBORAH SAYONARA SANTOS CARDOSO;Advogado;MDB;NORDESTE;Eleito;1;PI;3593;2320;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);40 a 44 anos;Feminino;Superior completo;CAIÇARA DO RIO DO VENTO;CONCEICAO DE MARIA GOMES LISBOA ROCHA;Fisioterapeuta e Terapeuta Ocupacional;UNIÃO;NORDESTE;Eleito;1;RN;2128;2128;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);60 a 64 anos;Masculino;Superior completo;CARIRIAÇU;LUIZ ACACIO MACHADO LEITE;Empresário;PT;NORDESTE;Eleito;1;CE;20440;10778;2025-05-06 19:30:57
Prefeito;Parda;Divorciado(a);50 a 54 anos;Masculino;Superior completo;JATOBÁ;ROGÉRIO FERREIRA GOMES DA SILVA;Prefeito;REPUBLICANOS;NORDESTE;Eleito;1;PE;9275;6081;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);80 a 84 anos;Masculino;Superior completo;MARACANAÚ;ROBERTO SOARES PESSOA;Administrador;UNIÃO;NORDESTE;Eleito;1;CE;138441;86976;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);65 a 69 anos;Masculino;Superior incompleto;PARNAGUÁ;MIGUEL OMAR BARRETO RISSI;Produtor Agropecuário;PP;NORDESTE;Eleito;1;PI;6423;2919;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);40 a 44 anos;Masculino;Superior completo;SÃO FRANCISCO DE ASSIS DO PIAUÍ;ANDRELINO MAXIMIANO DA COSTA FILHO;Outros;PP;NORDESTE;Eleito;1;PI;4194;2341;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);40 a 44 anos;Masculino;Superior completo;JOÃO DOURADO;DIAMERSON COSTA CARDOSO DOURADO;Empresário;PRD;NORDESTE;Eleito;1;BA;15683;14050;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);55 a 59 anos;Masculino;Superior completo;PASTOS BONS;ENOQUE FERREIRA MOTA NETO;Administrador;MDB;NORDESTE;Eleito;1;MA;9923;9923;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);45 a 49 anos;Masculino;Superior completo;URUBURETAMA;FRANCISCO ALDIR CHAVES DA SILVA;Prefeito;PT;NORDESTE;Eleito;1;CE;15599;11685;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);60 a 64 anos;Masculino;Superior completo;UNIÃO;GUSTAVO CONDE MEDEIROS;Servidor Público Civil Aposentado;PP;NORDESTE;Eleito;1;PI;31222;21240;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);50 a 54 anos;Feminino;Superior completo;GONÇALVES DIAS;SUANE MARIA BARROS DIAS;Odontólogo;MDB;NORDESTE;Eleito;1;MA;11507;5893;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);60 a 64 anos;Masculino;Ensino Médio completo;MARCELINO VIEIRA;HINDEMBERG PONTES DE LIMA;Servidor Público Estadual;PODE;NORDESTE;Eleito;1;RN;6199;3135;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);40 a 44 anos;Masculino;Ensino Fundamental incompleto;SANTA ROSA DO PIAUÍ;MARLON RODRIGUES DE SOUSA;Empresário;MDB;NORDESTE;Eleito;1;PI;4214;2198;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);45 a 49 anos;Masculino;Superior completo;PICOS;PABLO DANTAS DE MOURA SANTOS;Deputado;MDB;NORDESTE;Eleito;1;PI;44855;24137;2025-05-06 19:30:57
Prefeito;Preta;Casado(a);55 a 59 anos;Feminino;Superior completo;ÁGUA BRANCA;MARLUCE PEREIRA VERAS DE BRITO;Servidor Público Municipal;REPUBLICANOS;NORDESTE;Eleito;1;PB;6930;3476;2025-05-06 19:30:57
Prefeito;Parda;Divorciado(a);55 a 59 anos;Masculino;Ensino Médio completo;NOVA REDENÇÃO;ADEMAR MARTINS DE OLIVEIRA FILHO;Técnico em Agronomia e Agrimensura;PSD;NORDESTE;Eleito;1;BA;5603;3358;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);45 a 49 anos;Feminino;Ensino Médio completo;NOVA VIÇOSA;LUCIANA SOUSA MACHADO RODRIGUES;Prefeito;UNIÃO;NORDESTE;Eleito;1;BA;24313;16610;2025-05-06 19:30:57
Prefeito;Preta;Casado(a);50 a 54 anos;Masculino;Ensino Médio completo;MONTE ALEGRE DO PIAUÍ;DIJALMA GOMES MASCARENHAS;Prefeito;PSD;NORDESTE;Eleito;1;PI;8316;4178;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);45 a 49 anos;Masculino;Superior completo;ANDORINHA;ADILBERTO EVANGELISTA DE SOUZA;Professor de Ensino Fundamental;PODE;NORDESTE;Eleito;1;BA;11192;6929;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);55 a 59 anos;Masculino;Ensino Médio completo;RAFAEL JAMBEIRO;MARINALVO FERNANDES SERRA;Comerciante;UNIÃO;NORDESTE;Eleito;1;BA;14703;9037;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);40 a 44 anos;Masculino;Superior incompleto;ICAPUÍ;FRANCISCO KLEITON PEREIRA;Vereador;PSD;NORDESTE;Eleito;1;CE;15326;8837;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);40 a 44 anos;Masculino;Superior completo;MONTE ALEGRE;ANDRÉ RODRIGUES DA SILVA;Prefeito;MDB;NORDESTE;Eleito;1;RN;14127;8127;2025-05-06 19:30:57
Prefeito;Branca;Divorciado(a);60 a 64 anos;Feminino;Superior completo;LAGO DA PEDRA;MAURA JORGE ALVES DE MELO RIBEIRO;Prefeito;PP;NORDESTE;Eleito;1;MA;26910;17162;2025-05-06 19:30:57
Prefeito;Parda;Viúvo(a);80 a 84 anos;Feminino;Lê e escreve;BELÉM;ALINE BARBOSA DE LIMA;Empresário;MDB;NORDESTE;Eleito;1;PB;10611;6091;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);45 a 49 anos;Masculino;Superior completo;SÃO LUÍS GONZAGA DO MARANHÃO;EMANOEL CARVALHO FILHO;Médico;MDB;NORDESTE;Eleito;1;MA;13872;8188;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);40 a 44 anos;Masculino;Superior completo;NATUBA;JOSE LINS DA SILVA FILHO;Outros;PSDB;NORDESTE;Eleito;1;PB;5394;4305;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);50 a 54 anos;Masculino;Ensino Médio completo;SÍTIO NOVO;ANTONIO COELHO RODRIGUES;Agente de Saúde e Sanitarista;MDB;NORDESTE;Eleito;1;MA;12009;7911;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);35 a 39 anos;Feminino;Superior completo;ZÉ DOCA;FLAVIANA VILAR RODRIGUES;Enfermeiro;PL;NORDESTE;Eleito;1;MA;25639;21588;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);40 a 44 anos;Masculino;Superior completo;MISSÃO VELHA;LUIZ ROSEMBERG DANTAS MACEDO FILHO;Médico;PSB;NORDESTE;Eleito;1;CE;24703;13720;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);45 a 49 anos;Masculino;Ensino Fundamental completo;IMACULADA;ALDO LUSTOSA DA SILVA;Agricultor;PSD;NORDESTE;Eleito;1;PB;7236;4677;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);55 a 59 anos;Masculino;Ensino Médio completo;SANTO ANTÔNIO DE LISBOA;FRANCISCO ERIVALDO DA SILVA;Servidor Público Federal;PT;NORDESTE;Eleito;1;PI;5997;3143;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);60 a 64 anos;Masculino;Superior completo;SÃO BERNARDO;FRANCISCO DAS CHAGAS CARVALHO;Empresário;PDT;NORDESTE;Eleito;1;MA;17544;10537;2025-05-06 19:30:57
Prefeito;Preta;Divorciado(a);55 a 59 anos;Masculino;Ensino Médio incompleto;SÃO BENEDITO DO SUL;JOSÉ RINALDO DE FIGUEREDO LOPES;Serralheiro;PP;NORDESTE;Eleito;1;PE;6100;3980;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);30 a 34 anos;Masculino;Superior incompleto;TUNTUM;FERNANDO PORTELA TELES PESSOA;Prefeito;PDT;NORDESTE;Eleito;1;MA;23399;14878;2025-05-06 19:30:57
Prefeito;Parda;Viúvo(a);45 a 49 anos;Feminino;Superior completo;TRINDADE;HELBE DA SILVA RODRIGUES NASCIMENTO;Professor de Ensino Fundamental;UNIÃO;NORDESTE;Eleito;1;PE;18833;12341;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);65 a 69 anos;Masculino;Superior completo;BELO JARDIM;GILVANDRO ESTRELA DE OLIVEIRA;Prefeito;UNIÃO;NORDESTE;Eleito;1;PE;45570;33126;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);35 a 39 anos;Masculino;Superior completo;VIÇOSA DO CEARÁ;EURICO JOSE CARNEIRO FONTENELE ARRUDA;Empresário;MDB;NORDESTE;Eleito;1;CE;37777;24655;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);40 a 44 anos;Masculino;Superior completo;TANQUE NOVO;PAULO RICARDO BONFIM CARNEIRO;Prefeito;PP;NORDESTE;Eleito;1;BA;12266;9318;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);40 a 44 anos;Feminino;Superior completo;VÁRZEA NOVA;DAIANE SEVERINA PEREIRA;Outros;PC do B;NORDESTE;Eleito;1;BA;9003;4695;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);30 a 34 anos;Masculino;Ensino Médio completo;SIMPLÍCIO MENDES;MÁRCIO JOSE PINHEIRO MOURA;Prefeito;PSD;NORDESTE;Eleito;1;PI;8937;6329;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);50 a 54 anos;Masculino;Superior completo;OCARA;LEONILDO PEIXOTO FARIAS;Médico;PSB;NORDESTE;Eleito;1;CE;22746;12381;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);40 a 44 anos;Feminino;Superior completo;ZABELÊ;JORSÂMARA BEZERRA NEVES SILVA;Outros;PSD;NORDESTE;Eleito;1;PB;2232;1830;2025-05-06 19:30:57
Prefeito;Parda;Divorciado(a);55 a 59 anos;Masculino;Superior incompleto;NOVA FLORESTA;JOSE IRAN DOS SANTOS;Agricultor;PSB;NORDESTE;Eleito;1;PB;6627;3819;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);55 a 59 anos;Masculino;Superior incompleto;CHÃ PRETA;MAURICIO DE VASCONCELOS HOLANDA;Prefeito;MDB;NORDESTE;Eleito;1;AL;5610;3892;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);45 a 49 anos;Masculino;Superior completo;SALGADO;GIVANILDO DE SOUZA COSTA;Prefeito;PT;NORDESTE;Eleito;1;SE;14791;6540;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);45 a 49 anos;Masculino;Superior completo;TEIXEIRA DE FREITAS;MARCELO GUSMÃO PONTES BELITARDO;Prefeito;UNIÃO;NORDESTE;Eleito;1;BA;79600;51156;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);40 a 44 anos;Masculino;Superior completo;SANTA CRUZ DA BAIXA VERDE;ISMAEL QUINTINO LEITE DE SOUSA;Médico;REPUBLICANOS;NORDESTE;Eleito;1;PE;8375;4918;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);40 a 44 anos;Masculino;Superior completo;COCOS;CLEWTON DOMINGUES DE SOUZA;Pecuarista;PT;NORDESTE;Eleito;1;BA;13229;7508;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);55 a 59 anos;Masculino;Superior completo;ABAIARA;ANGELO FURTADO SAMPAIO;Administrador;PT;NORDESTE;Eleito;1;CE;6579;3429;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);40 a 44 anos;Feminino;Ensino Médio completo;ALTO ALEGRE DO MARANHÃO;NILSILENE SANTANA RIBEIRO ALMEIDA;Prefeito;UNIÃO;NORDESTE;Eleito;1;MA;14935;7613;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);40 a 44 anos;Masculino;Superior incompleto;FLORESTA AZUL;HERMANIO LEONARDO SANTOS DA SILVA;Técnico Contabilidade, Estatística, Economia Doméstica e Administração;PSB;NORDESTE;Eleito;1;BA;6239;4398;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);45 a 49 anos;Masculino;Superior completo;MESSIAS;MARCOS JOSÉ HERCULANO DA SILVA;Prefeito;REPUBLICANOS;NORDESTE;Eleito;1;AL;11626;7223;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);40 a 44 anos;Masculino;Superior completo;ARRAIAL;ALDEMES BARROSO DA SILVA;Médico;PP;NORDESTE;Eleito;1;PI;3644;2837;2025-05-06 19:30:57
Prefeito;Parda;Divorciado(a);65 a 69 anos;Masculino;Ensino Fundamental incompleto;JUCURUÇU;ARIVALDO DE ALMEIDA COSTA;Prefeito;PSDB;NORDESTE;Eleito;1;BA;7235;3651;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);55 a 59 anos;Feminino;Ensino Médio completo;BARAÚNA;MARIA DIVANIZE ALVES DE OLIVEIRA;Dona de Casa;PSD;NORDESTE;Eleito;1;RN;18458;13410;2025-05-06 19:30:57
Prefeito;Branca;Divorciado(a);65 a 69 anos;Masculino;Ensino Médio completo;LAGOA DO CARRO;JOSE LUIZ ALVES DE AMORIM;Empresário;PODE;NORDESTE;Eleito;1;PE;13584;7172;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);45 a 49 anos;Masculino;Superior completo;CAMALAÚ;UBIRAJARA ANTONIO PEREIRA MARIANO;Professor de Ensino Médio;PSB;NORDESTE;Eleito;1;PB;5461;2850;2025-05-06 19:30:57
Prefeito;Branca;Divorciado(a);60 a 64 anos;Masculino;Superior incompleto;NATAL;PAULO EDUARDO DA COSTA FREIRE;Empresário;UNIÃO;NORDESTE;Eleito;2;RN;402375;222661;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);55 a 59 anos;Masculino;Superior completo;AMPARO DE SÃO FRANCISCO;MARCOS SANDES;Empresário;REPUBLICANOS;NORDESTE;Eleito;1;SE;2749;1497;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);35 a 39 anos;Feminino;Superior completo;POÇO DE JOSÉ DE MOURA;LAIS RAQUEL DANTAS DE OLIVEIRA;Estudante, Bolsista, Estagiário e Assemelhados;PSB;NORDESTE;Eleito;1;PB;4036;2321;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);40 a 44 anos;Masculino;Superior completo;TENENTE LAURENTINO CRUZ;FRANCISCO MACEDO DA SILVA;Administrador;PP;NORDESTE;Eleito;1;RN;4562;3610;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);45 a 49 anos;Masculino;Superior completo;BARRA DE SANTA ROSA;ALEX SANDRO AZEVEDO VIEIRA;Professor de Ensino Fundamental;UNIÃO;NORDESTE;Eleito;1;PB;9884;5134;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);45 a 49 anos;Feminino;Superior completo;SÃO GONÇALO DO PIAUÍ;GERLANE FERREIRA DA SILVA CABRAL;Assistente Social;MDB;NORDESTE;Eleito;1;PI;4621;2399;2025-05-06 19:30:57
Prefeito;Parda;Divorciado(a);50 a 54 anos;Feminino;Superior completo;CANAPI;JOSÉLIA MELO DE LIMA;Pedagogo;PP;NORDESTE;Eleito;1;AL;12021;7399;2025-05-06 19:30:57
